borough,date,count
QUEENS,2018-01-27,31
BROOKLYN,2018-06-18,28
BRONX,2018-06-25,17
STATEN ISLAND,2018-07-02,5
BRONX,2018-07-14,84
MANHATTAN,2018-08-22,89
MANHATTAN,2018-09-03,15
BROOKLYN,2018-10-12,41
QUEENS,2018-10-20,30
BRONX,2018-12-10,17
BRONX,2018-12-22,38
QUEENS,2019-01-08,16
QUEENS,2019-02-08,34
MANHATTAN,2019-02-10,23
QUEENS,2019-02-19,15
QUEENS,2019-03-09,41
STATEN ISLAND,2019-03-10,7
QUEENS,2019-05-21,21
BROOKLYN,2019-05-29,62
QUEENS,2019-06-18,92
MANHATTAN,2019-06-24,45
BROOKLYN,2019-06-25,24
MANHATTAN,2019-06-30,19
BROOKLYN,2019-07-23,24
STATEN ISLAND,2019-12-04,21
MANHATTAN,2018-07-10,164
QUEENS,2018-07-22,16
BRONX,2018-07-31,28
BROOKLYN,2018-09-05,17
STATEN ISLAND,2018-09-09,7
MANHATTAN,2018-10-04,149
BROOKLYN,2018-12-14,33
STATEN ISLAND,2019-01-16,5
BROOKLYN,2019-03-24,31
BRONX,2019-06-27,49
MANHATTAN,2019-07-10,96
MANHATTAN,2019-07-14,28
BRONX,2019-07-18,34
QUEENS,2019-07-24,52
BROOKLYN,2019-08-09,107
QUEENS,2019-09-07,57
BRONX,2019-10-05,11
BRONX,2019-12-25,2
QUEENS,2019-12-30,4
BRONX,2018-01-16,36
QUEENS,2018-04-23,27
QUEENS,2018-05-08,76
MANHATTAN,2018-01-16,100
BRONX,2018-08-16,49
BRONX,2018-09-01,71
MANHATTAN,2018-09-07,105
BRONX,2018-10-21,34
BROOKLYN,2019-02-24,23
STATEN ISLAND,2019-08-07,1
MANHATTAN,2019-08-10,23
QUEENS,2019-08-23,6
BROOKLYN,2019-09-22,30
BROOKLYN,2019-10-29,18
BRONX,2019-11-06,88
BRONX,2019-11-09,30
BROOKLYN,2018-07-22,58
STATEN ISLAND,2018-07-31,12
MANHATTAN,2018-08-09,89
BRONX,2018-06-22,40
BROOKLYN,2018-12-29,34
QUEENS,2019-03-07,158
MANHATTAN,2019-03-11,48
BRONX,2019-08-17,57
QUEENS,2019-09-04,81
STATEN ISLAND,2019-09-26,1
QUEENS,2019-10-29,4
BRONX,2019-11-29,12
QUEENS,2018-01-28,31
BRONX,2018-01-30,30
MANHATTAN,2018-04-01,24
MANHATTAN,2018-05-25,59
QUEENS,2018-06-24,22
QUEENS,2018-02-03,22
STATEN ISLAND,2018-03-17,9
QUEENS,2018-06-08,51
STATEN ISLAND,2018-07-01,11
STATEN ISLAND,2018-08-19,2
QUEENS,2018-11-29,18
QUEENS,2018-12-27,15
MANHATTAN,2018-12-29,28
BROOKLYN,2019-01-28,26
STATEN ISLAND,2019-05-03,11
QUEENS,2019-06-16,21
QUEENS,2019-07-01,5
BRONX,2019-08-06,66
STATEN ISLAND,2019-08-24,1
BROOKLYN,2019-10-08,23
STATEN ISLAND,2019-10-30,1
BROOKLYN,2019-12-29,16
MANHATTAN,2018-07-26,132
QUEENS,2018-07-11,32
BROOKLYN,2018-08-13,24
BRONX,2018-09-07,54
BROOKLYN,2018-10-29,38
QUEENS,2019-01-11,16
MANHATTAN,2019-02-21,96
BRONX,2019-03-20,61
BRONX,2019-03-21,36
QUEENS,2019-04-12,9
BRONX,2019-04-26,18
MANHATTAN,2019-05-10,108
STATEN ISLAND,2019-07-09,7
QUEENS,2019-08-07,3
MANHATTAN,2019-09-10,63
BRONX,2019-09-22,75
QUEENS,2019-09-24,42
BRONX,2019-12-27,11
BRONX,2018-02-04,70
BRONX,2018-03-12,36
MANHATTAN,2018-05-05,26
BROOKLYN,2018-06-14,39
QUEENS,2018-06-20,46
STATEN ISLAND,2018-06-30,5
BROOKLYN,2018-02-08,33
BRONX,2018-03-25,49
QUEENS,2018-05-10,38
BROOKLYN,2018-05-26,36
MANHATTAN,2018-05-28,40
BROOKLYN,2018-07-30,46
BRONX,2018-08-12,87
QUEENS,2018-09-24,18
MANHATTAN,2019-02-02,36
MANHATTAN,2019-02-25,138
MANHATTAN,2019-03-19,137
QUEENS,2019-04-10,12
MANHATTAN,2019-06-13,121
STATEN ISLAND,2019-11-14,6
MANHATTAN,2018-07-21,16
BROOKLYN,2018-08-12,60
STATEN ISLAND,2018-10-04,34
BRONX,2018-10-18,34
STATEN ISLAND,2018-10-31,9
MANHATTAN,2018-11-07,46
BROOKLYN,2018-12-02,22
QUEENS,2019-01-17,13
MANHATTAN,2019-01-19,23
QUEENS,2019-03-13,102
MANHATTAN,2019-05-02,52
MANHATTAN,2019-06-04,40
QUEENS,2019-06-06,8
STATEN ISLAND,2019-07-01,5
STATEN ISLAND,2019-07-08,9
BRONX,2019-08-24,34
QUEENS,2019-09-27,33
BROOKLYN,2019-09-28,32
BROOKLYN,2019-11-17,16
BROOKLYN,2019-12-14,28
BROOKLYN,2018-01-27,77
STATEN ISLAND,2018-01-07,5
MANHATTAN,2018-03-09,90
BROOKLYN,2018-04-07,66
MANHATTAN,2018-04-10,48
BROOKLYN,2018-08-04,38
STATEN ISLAND,2018-02-07,2
BROOKLYN,2018-02-26,34
MANHATTAN,2018-02-27,144
QUEENS,2018-05-22,33
BROOKLYN,2018-11-08,63
BROOKLYN,2019-03-31,24
STATEN ISLAND,2019-04-06,1
QUEENS,2019-05-29,11
QUEENS,2019-07-11,96
STATEN ISLAND,2019-08-04,9
BROOKLYN,2019-08-07,146
QUEENS,2019-10-18,68
MANHATTAN,2019-12-22,166
QUEENS,2018-02-13,46
MANHATTAN,2018-05-15,126
BROOKLYN,2018-06-23,56
MANHATTAN,2018-07-22,16
BRONX,2018-10-30,62
QUEENS,2018-11-14,36
MANHATTAN,2019-01-21,53
MANHATTAN,2019-02-24,22
BROOKLYN,2019-03-09,99
STATEN ISLAND,2019-02-04,1
MANHATTAN,2019-04-14,16
MANHATTAN,2019-05-18,8
MANHATTAN,2019-05-28,19
QUEENS,2019-07-12,109
QUEENS,2019-07-13,30
BRONX,2019-07-28,62
MANHATTAN,2019-09-20,49
STATEN ISLAND,2019-09-28,2
MANHATTAN,2019-10-25,31
BROOKLYN,2019-11-03,33
MANHATTAN,2019-12-05,127
QUEENS,2019-12-14,17
BRONX,2019-12-23,18
MANHATTAN,2018-07-13,84
MANHATTAN,2018-08-11,24
BROOKLYN,2018-09-02,66
QUEENS,2018-10-01,31
STATEN ISLAND,2018-10-09,2
BROOKLYN,2018-11-28,23
STATEN ISLAND,2019-01-14,4
QUEENS,2019-02-09,63
MANHATTAN,2019-02-26,215
STATEN ISLAND,2019-05-08,11
QUEENS,2019-05-24,30
QUEENS,2019-06-26,109
STATEN ISLAND,2019-07-03,12
MANHATTAN,2019-07-05,85
BROOKLYN,2019-09-12,68
BRONX,2019-09-28,62
STATEN ISLAND,2019-11-15,4
STATEN ISLAND,2018-02-15,11
STATEN ISLAND,2018-02-19,6
QUEENS,2018-02-27,69
QUEENS,2018-03-07,37
BROOKLYN,2018-03-10,69
BRONX,2018-03-30,40
STATEN ISLAND,2018-05-10,6
STATEN ISLAND,2018-06-14,5
MANHATTAN,2018-06-19,124
MANHATTAN,2018-02-11,23
STATEN ISLAND,2018-03-16,7
MANHATTAN,2018-05-20,28
BRONX,2018-06-02,62
BROOKLYN,2018-10-08,45
STATEN ISLAND,2018-12-12,5
STATEN ISLAND,2019-01-29,3
BROOKLYN,2019-07-13,45
BRONX,2019-07-22,28
BRONX,2019-07-23,42
MANHATTAN,2019-08-09,47
QUEENS,2019-11-11,55
BROOKLYN,2019-12-06,12
BRONX,2019-12-17,31
STATEN ISLAND,2018-09-25,3
MANHATTAN,2018-10-13,49
BRONX,2018-12-18,20
BROOKLYN,2019-01-26,39
STATEN ISLAND,2019-02-15,2
QUEENS,2019-03-03,17
STATEN ISLAND,2019-04-18,7
STATEN ISLAND,2019-05-18,5
BRONX,2019-06-24,21
BRONX,2019-08-08,45
BROOKLYN,2019-08-27,59
BRONX,2019-11-11,20
MANHATTAN,2018-02-03,27
STATEN ISLAND,2018-05-09,6
STATEN ISLAND,2018-06-15,8
BRONX,2018-07-03,53
QUEENS,2018-01-02,26
BROOKLYN,2018-01-30,39
STATEN ISLAND,2018-03-03,1
BRONX,2018-03-29,51
BRONX,2018-06-21,25
BROOKLYN,2018-08-16,43
BRONX,2018-10-04,32
MANHATTAN,2018-10-14,22
BRONX,2019-02-27,20
BROOKLYN,2019-03-03,31
MANHATTAN,2019-04-07,21
BROOKLYN,2019-05-14,77
BRONX,2019-06-08,81
BROOKLYN,2019-06-09,35
BRONX,2019-06-17,14
MANHATTAN,2019-08-11,18
BROOKLYN,2019-11-04,15
BROOKLYN,2019-11-18,2
BRONX,2018-05-23,67
BROOKLYN,2018-09-19,53
BROOKLYN,2018-11-22,13
BRONX,2018-11-23,37
QUEENS,2018-12-05,30
BRONX,2018-12-31,20
BROOKLYN,2019-03-02,32
MANHATTAN,2019-07-26,63
QUEENS,2019-07-27,8
MANHATTAN,2019-09-06,56
STATEN ISLAND,2018-06-20,6
BROOKLYN,2018-03-02,60
BROOKLYN,2018-05-07,45
MANHATTAN,2018-06-10,18
STATEN ISLAND,2018-07-05,5
BROOKLYN,2018-07-21,54
MANHATTAN,2018-07-29,27
QUEENS,2018-08-25,20
BROOKLYN,2018-09-12,51
STATEN ISLAND,2018-10-27,4
BROOKLYN,2018-11-10,42
BRONX,2018-11-17,36
MANHATTAN,2019-02-04,81
BRONX,2019-02-08,35
MANHATTAN,2019-03-10,23
BROOKLYN,2019-03-21,97
BROOKLYN,2019-03-29,105
BROOKLYN,2019-04-02,72
BRONX,2019-05-30,88
QUEENS,2019-06-10,20
QUEENS,2019-08-14,20
MANHATTAN,2019-08-21,26
QUEENS,2019-09-16,15
MANHATTAN,2018-01-11,50
QUEENS,2018-02-24,33
MANHATTAN,2018-04-17,128
QUEENS,2018-05-31,24
BROOKLYN,2018-06-01,33
QUEENS,2018-08-10,23
BRONX,2018-10-19,33
QUEENS,2018-11-04,15
STATEN ISLAND,2018-11-04,6
BROOKLYN,2019-01-06,54
BROOKLYN,2019-04-12,99
STATEN ISLAND,2019-05-02,27
BROOKLYN,2019-08-12,83
BRONX,2019-09-17,24
MANHATTAN,2019-09-21,20
BRONX,2019-10-13,32
STATEN ISLAND,2019-10-27,5
STATEN ISLAND,2019-12-01,8
BROOKLYN,2018-08-23,32
BRONX,2018-09-05,68
BRONX,2018-09-22,40
BROOKLYN,2018-10-14,40
BROOKLYN,2018-10-28,24
BRONX,2018-10-29,50
STATEN ISLAND,2018-12-07,6
BRONX,2019-01-10,64
BRONX,2019-03-14,41
BROOKLYN,2019-04-28,16
STATEN ISLAND,2019-07-07,9
STATEN ISLAND,2019-08-25,1
BRONX,2019-09-06,41
BRONX,2019-11-12,16
STATEN ISLAND,2019-11-27,4
BRONX,2018-02-13,43
STATEN ISLAND,2018-06-17,20
BROOKLYN,2018-03-21,24
QUEENS,2018-03-28,24
BROOKLYN,2018-04-08,69
STATEN ISLAND,2018-04-27,3
MANHATTAN,2018-05-27,16
BRONX,2018-07-05,70
MANHATTAN,2018-10-09,29
MANHATTAN,2018-10-10,44
QUEENS,2019-01-22,12
BRONX,2019-02-04,23
BROOKLYN,2019-04-16,17
MANHATTAN,2019-04-21,7
BRONX,2019-10-21,17
BROOKLYN,2019-12-04,116
BROOKLYN,2018-07-26,43
MANHATTAN,2018-08-03,63
BROOKLYN,2018-08-24,49
STATEN ISLAND,2018-08-28,10
STATEN ISLAND,2019-01-30,4
BRONX,2019-03-17,24
BRONX,2019-07-30,37
BROOKLYN,2019-08-21,97
MANHATTAN,2019-09-14,40
BROOKLYN,2019-09-17,66
BROOKLYN,2019-12-05,87
BROOKLYN,2019-12-24,3
STATEN ISLAND,2018-02-05,4
MANHATTAN,2018-02-10,31
STATEN ISLAND,2018-04-15,13
STATEN ISLAND,2018-01-09,5
BROOKLYN,2018-01-19,45
BROOKLYN,2018-04-27,42
STATEN ISLAND,2018-06-03,7
BROOKLYN,2018-07-13,55
BROOKLYN,2018-07-25,36
STATEN ISLAND,2018-07-25,7
QUEENS,2018-08-19,30
BRONX,2018-08-20,63
BRONX,2018-10-07,32
MANHATTAN,2018-10-23,15
BROOKLYN,2019-06-28,67
STATEN ISLAND,2019-07-02,8
BRONX,2019-08-04,37
BROOKLYN,2019-09-06,30
BROOKLYN,2019-09-08,29
STATEN ISLAND,2019-09-19,2
MANHATTAN,2019-11-11,11
QUEENS,2018-09-05,58
BRONX,2018-09-14,50
QUEENS,2018-09-23,11
STATEN ISLAND,2018-11-07,12
BRONX,2019-01-26,51
QUEENS,2019-02-14,84
MANHATTAN,2019-05-01,60
BROOKLYN,2019-05-20,9
STATEN ISLAND,2019-05-21,6
BROOKLYN,2019-06-15,40
STATEN ISLAND,2019-06-20,5
STATEN ISLAND,2019-06-21,34
BROOKLYN,2019-08-13,76
BROOKLYN,2019-10-12,43
BRONX,2019-11-25,20
QUEENS,2018-02-02,29
MANHATTAN,2018-02-18,39
BRONX,2018-03-16,37
STATEN ISLAND,2018-04-03,5
BRONX,2018-07-09,29
MANHATTAN,2018-08-18,27
BROOKLYN,2018-09-18,36
BRONX,2018-10-02,40
MANHATTAN,2019-02-15,116
BRONX,2019-03-22,19
BROOKLYN,2019-03-25,73
QUEENS,2019-05-02,28
BRONX,2019-05-08,53
BROOKLYN,2019-06-01,37
MANHATTAN,2019-08-17,68
QUEENS,2019-09-11,18
QUEENS,2019-12-05,17
BROOKLYN,2019-12-21,18
STATEN ISLAND,2018-08-03,15
BROOKLYN,2018-09-30,32
MANHATTAN,2018-10-19,72
STATEN ISLAND,2018-11-16,9
BROOKLYN,2018-11-24,30
MANHATTAN,2019-07-12,35
QUEENS,2019-07-21,23
MANHATTAN,2019-07-24,97
BROOKLYN,2019-10-11,31
BROOKLYN,2019-10-17,16
BRONX,2019-10-19,13
BROOKLYN,2019-11-02,20
BRONX,2019-12-14,23
MANHATTAN,2018-01-27,47
STATEN ISLAND,2018-05-28,12
BROOKLYN,2018-07-12,65
BRONX,2018-01-19,41
BRONX,2018-02-01,57
STATEN ISLAND,2018-02-20,5
STATEN ISLAND,2018-02-28,6
BRONX,2018-04-03,32
BROOKLYN,2018-07-18,63
QUEENS,2018-08-13,35
BROOKLYN,2018-08-21,33
QUEENS,2018-08-27,14
BRONX,2018-11-26,30
MANHATTAN,2018-11-27,89
BROOKLYN,2019-02-28,35
STATEN ISLAND,2019-02-28,7
BRONX,2019-07-09,45
BROOKLYN,2019-11-05,57
BROOKLYN,2019-11-20,32
STATEN ISLAND,2018-10-14,12
QUEENS,2018-12-09,39
BRONX,2018-12-09,26
MANHATTAN,2019-01-09,101
BRONX,2019-01-24,33
BRONX,2019-02-17,37
BROOKLYN,2019-03-28,89
BROOKLYN,2019-09-05,24
BROOKLYN,2019-09-30,25
MANHATTAN,2019-11-09,9
MANHATTAN,2018-02-23,57
MANHATTAN,2018-03-01,192
STATEN ISLAND,2018-06-18,1
MANHATTAN,2018-02-09,81
BRONX,2018-05-15,55
MANHATTAN,2018-07-17,18
STATEN ISLAND,2018-09-21,2
BRONX,2018-10-01,21
BROOKLYN,2018-10-07,26
QUEENS,2018-10-29,11
QUEENS,2019-02-26,12
STATEN ISLAND,2019-03-07,6
MANHATTAN,2019-04-04,55
BRONX,2019-04-08,24
BROOKLYN,2019-04-09,95
BROOKLYN,2019-07-06,38
BRONX,2019-07-27,44
BROOKLYN,2019-08-30,77
STATEN ISLAND,2019-09-27,10
STATEN ISLAND,2019-10-07,1
BROOKLYN,2019-11-16,64
QUEENS,2019-11-27,30
STATEN ISLAND,2018-02-23,5
QUEENS,2018-03-09,28
BROOKLYN,2018-04-16,16
BRONX,2018-07-21,77
BRONX,2018-08-11,60
STATEN ISLAND,2018-09-12,24
BRONX,2018-10-17,42
QUEENS,2018-10-17,33
STATEN ISLAND,2018-11-10,3
BROOKLYN,2018-12-23,26
QUEENS,2018-12-23,18
QUEENS,2019-02-20,12
BRONX,2019-10-01,60
QUEENS,2019-10-15,102
QUEENS,2019-11-15,92
BROOKLYN,2019-11-21,18
BRONX,2018-09-04,51
BROOKLYN,2018-12-05,43
BROOKLYN,2019-02-16,37
STATEN ISLAND,2019-04-19,11
QUEENS,2019-04-26,12
QUEENS,2019-06-12,10
MANHATTAN,2019-07-04,41
BRONX,2019-07-15,30
STATEN ISLAND,2019-09-14,1
QUEENS,2019-10-28,9
BRONX,2018-01-22,59
STATEN ISLAND,2018-01-25,6
BROOKLYN,2018-02-12,40
BRONX,2018-06-07,46
MANHATTAN,2018-01-02,44
MANHATTAN,2018-03-13,97
BRONX,2018-04-19,35
STATEN ISLAND,2018-05-30,1
MANHATTAN,2018-07-12,85
QUEENS,2018-07-19,14
QUEENS,2018-10-08,46
STATEN ISLAND,2018-10-22,3
BROOKLYN,2018-12-11,38
BROOKLYN,2018-12-19,27
MANHATTAN,2019-02-01,91
QUEENS,2019-02-21,33
BROOKLYN,2019-10-03,29
BROOKLYN,2019-10-27,18
MANHATTAN,2018-09-22,27
QUEENS,2018-11-24,14
MANHATTAN,2019-02-18,112
QUEENS,2019-06-17,85
MANHATTAN,2019-08-22,33
MANHATTAN,2019-10-11,132
MANHATTAN,2019-10-30,88
BROOKLYN,2019-12-23,16
MANHATTAN,2018-01-29,126
STATEN ISLAND,2018-04-26,17
BRONX,2018-05-26,61
MANHATTAN,2018-03-30,82
BRONX,2018-06-04,20
BROOKLYN,2018-06-24,47
BROOKLYN,2018-06-28,35
QUEENS,2018-07-31,22
QUEENS,2018-08-23,12
BROOKLYN,2018-10-25,44
STATEN ISLAND,2018-11-26,2
STATEN ISLAND,2019-01-13,5
BRONX,2019-02-16,55
QUEENS,2019-04-18,28
QUEENS,2019-06-11,50
STATEN ISLAND,2019-06-22,10
BRONX,2019-07-04,70
BRONX,2019-08-11,47
QUEENS,2019-11-28,9
STATEN ISLAND,2019-12-15,6
QUEENS,2019-12-16,4
BRONX,2018-09-09,54
STATEN ISLAND,2018-09-08,14
BRONX,2018-10-20,24
MANHATTAN,2018-11-25,17
BRONX,2018-12-01,36
BRONX,2018-12-02,30
BROOKLYN,2019-01-08,28
BROOKLYN,2019-01-09,34
STATEN ISLAND,2019-05-27,3
MANHATTAN,2019-08-05,81
MANHATTAN,2019-08-16,33
QUEENS,2019-09-08,8
MANHATTAN,2019-10-17,95
STATEN ISLAND,2019-12-13,5
BRONX,2018-01-08,25
MANHATTAN,2018-03-28,118
STATEN ISLAND,2018-06-09,4
STATEN ISLAND,2018-07-09,22
STATEN ISLAND,2018-08-09,15
QUEENS,2018-08-17,25
MANHATTAN,2018-09-18,51
MANHATTAN,2018-12-25,1
BROOKLYN,2019-02-21,35
BRONX,2019-03-11,27
MANHATTAN,2019-03-22,39
QUEENS,2019-03-28,22
QUEENS,2019-05-27,21
MANHATTAN,2019-06-06,168
MANHATTAN,2019-06-27,52
BROOKLYN,2019-07-03,88
STATEN ISLAND,2019-07-16,4
QUEENS,2019-07-18,84
BROOKLYN,2019-08-04,45
BRONX,2019-08-23,34
BRONX,2019-09-13,49
MANHATTAN,2019-09-22,13
QUEENS,2019-10-04,4
MANHATTAN,2019-11-02,14
BROOKLYN,2019-11-13,80
BROOKLYN,2018-05-30,18
QUEENS,2018-06-22,43
BROOKLYN,2018-01-07,70
BROOKLYN,2018-02-28,79
MANHATTAN,2018-03-18,23
STATEN ISLAND,2018-04-04,7
BROOKLYN,2018-06-08,57
BROOKLYN,2018-07-24,32
MANHATTAN,2018-08-14,66
STATEN ISLAND,2018-08-20,2
BRONX,2018-08-29,47
QUEENS,2018-08-30,16
QUEENS,2018-09-09,31
STATEN ISLAND,2018-11-29,16
BROOKLYN,2018-12-21,24
BRONX,2018-12-27,56
STATEN ISLAND,2019-04-21,5
QUEENS,2019-04-25,35
BROOKLYN,2019-05-24,29
STATEN ISLAND,2019-08-23,2
MANHATTAN,2019-08-31,12
MANHATTAN,2019-09-02,3
MANHATTAN,2019-09-03,113
BROOKLYN,2019-11-28,4
QUEENS,2019-12-12,1
BRONX,2019-12-15,24
MANHATTAN,2018-02-14,78
BRONX,2018-03-19,36
MANHATTAN,2018-03-24,39
STATEN ISLAND,2018-07-13,5
MANHATTAN,2018-10-06,29
BRONX,2018-11-04,56
BROOKLYN,2018-11-18,34
BROOKLYN,2019-02-04,20
BRONX,2019-05-21,110
BRONX,2019-06-06,66
BROOKLYN,2019-08-02,68
BRONX,2019-08-26,26
STATEN ISLAND,2019-10-10,3
QUEENS,2019-11-14,81
BRONX,2019-12-01,18
BROOKLYN,2018-03-12,153
QUEENS,2018-05-29,15
STATEN ISLAND,2018-09-07,34
STATEN ISLAND,2018-09-11,10
BRONX,2018-10-11,31
STATEN ISLAND,2018-11-03,2
QUEENS,2018-11-13,13
STATEN ISLAND,2018-11-27,9
MANHATTAN,2018-12-07,78
BRONX,2019-01-22,31
QUEENS,2019-04-22,25
STATEN ISLAND,2019-05-05,1
QUEENS,2019-05-20,9
BRONX,2019-09-11,54
MANHATTAN,2019-10-10,116
QUEENS,2019-10-25,66
STATEN ISLAND,2019-10-28,7
MANHATTAN,2019-11-04,61
STATEN ISLAND,2019-12-17,1
MANHATTAN,2018-07-19,62
QUEENS,2018-07-20,27
QUEENS,2018-11-11,11
MANHATTAN,2019-01-22,56
MANHATTAN,2019-03-12,117
MANHATTAN,2019-03-18,50
MANHATTAN,2019-03-27,101
QUEENS,2019-03-31,20
MANHATTAN,2019-05-25,16
STATEN ISLAND,2019-05-28,16
STATEN ISLAND,2019-09-01,6
BROOKLYN,2019-09-04,96
BROOKLYN,2019-09-15,33
QUEENS,2018-01-12,36
QUEENS,2018-04-15,40
QUEENS,2018-05-11,31
STATEN ISLAND,2018-07-06,10
BRONX,2018-03-04,44
QUEENS,2018-03-10,40
BROOKLYN,2018-04-02,11
STATEN ISLAND,2018-04-21,3
QUEENS,2018-05-30,66
MANHATTAN,2018-08-16,184
BROOKLYN,2018-08-17,70
BROOKLYN,2018-08-30,35
MANHATTAN,2018-09-28,60
BRONX,2018-10-03,48
MANHATTAN,2018-10-28,32
QUEENS,2018-11-07,12
STATEN ISLAND,2019-04-17,6
STATEN ISLAND,2019-04-28,3
QUEENS,2019-05-18,20
BRONX,2019-07-05,82
BROOKLYN,2019-07-09,101
BROOKLYN,2019-08-06,73
MANHATTAN,2019-08-19,29
BROOKLYN,2019-08-23,70
QUEENS,2019-10-05,31
QUEENS,2019-12-09,3
BROOKLYN,2019-12-13,20
STATEN ISLAND,2018-09-15,22
MANHATTAN,2018-09-26,24
MANHATTAN,2018-10-02,117
MANHATTAN,2018-11-16,78
BRONX,2018-12-23,31
QUEENS,2019-01-07,7
QUEENS,2019-03-23,30
MANHATTAN,2019-04-20,16
BRONX,2019-06-04,65
BROOKLYN,2019-06-30,21
STATEN ISLAND,2019-10-29,1
STATEN ISLAND,2018-03-11,4
STATEN ISLAND,2018-03-18,8
BRONX,2018-03-26,33
BRONX,2018-04-05,59
QUEENS,2018-04-19,93
BRONX,2018-06-20,100
BROOKLYN,2018-07-11,45
MANHATTAN,2018-01-15,33
QUEENS,2018-01-19,35
BRONX,2018-03-05,43
QUEENS,2018-04-09,30
QUEENS,2018-04-12,47
MANHATTAN,2018-05-21,59
QUEENS,2018-05-28,29
BROOKLYN,2018-05-31,21
BROOKLYN,2018-06-07,35
BROOKLYN,2018-07-05,52
