borough,date,count
BRONX,2018-08-05,62
BRONX,2018-08-19,49
STATEN ISLAND,2018-09-26,4
QUEENS,2019-02-01,27
MANHATTAN,2019-02-11,105
BRONX,2019-02-25,31
QUEENS,2019-07-20,33
BROOKLYN,2019-08-15,69
MANHATTAN,2019-12-20,216
MANHATTAN,2018-07-18,105
BROOKLYN,2018-08-29,51
STATEN ISLAND,2018-09-20,8
BROOKLYN,2018-09-26,21
BROOKLYN,2019-03-22,100
BROOKLYN,2019-10-22,25
BROOKLYN,2019-11-06,13
BRONX,2018-01-21,71
QUEENS,2018-02-18,36
MANHATTAN,2018-02-22,119
STATEN ISLAND,2018-03-09,5
QUEENS,2018-03-20,45
QUEENS,2018-03-21,14
BROOKLYN,2018-04-05,27
STATEN ISLAND,2018-04-14,3
BRONX,2018-04-25,59
MANHATTAN,2018-05-02,99
BROOKLYN,2018-02-10,53
MANHATTAN,2018-03-03,23
QUEENS,2018-04-10,71
MANHATTAN,2018-07-09,116
BROOKLYN,2018-08-08,120
MANHATTAN,2018-09-02,23
STATEN ISLAND,2018-09-06,29
QUEENS,2018-09-20,7
BROOKLYN,2018-10-04,40
BRONX,2018-11-19,31
MANHATTAN,2019-01-11,98
BROOKLYN,2019-02-02,29
BROOKLYN,2019-02-22,49
QUEENS,2019-06-25,85
QUEENS,2019-10-19,11
MANHATTAN,2018-10-20,22
BROOKLYN,2018-11-05,18
MANHATTAN,2019-01-01,19
BRONX,2019-02-10,17
BROOKLYN,2019-03-13,67
BROOKLYN,2019-03-23,30
MANHATTAN,2019-05-19,14
MANHATTAN,2019-06-28,34
MANHATTAN,2019-07-28,16
STATEN ISLAND,2019-07-30,3
QUEENS,2019-08-06,9
BRONX,2019-12-19,33
BROOKLYN,2019-12-25,6
BRONX,2018-02-09,65
BRONX,2018-03-09,77
BROOKLYN,2018-05-08,27
BRONX,2018-06-09,97
BROOKLYN,2018-07-10,28
QUEENS,2019-01-10,30
BRONX,2018-04-06,44
BRONX,2018-09-12,55
MANHATTAN,2018-10-18,66
QUEENS,2018-11-19,37
QUEENS,2018-12-10,27
BRONX,2019-02-13,27
BROOKLYN,2019-03-15,33
QUEENS,2019-05-06,7
QUEENS,2019-07-08,91
STATEN ISLAND,2019-09-05,1
MANHATTAN,2019-11-08,63
BRONX,2019-11-15,16
STATEN ISLAND,2019-11-17,5
MANHATTAN,2019-12-07,22
QUEENS,2018-08-11,21
STATEN ISLAND,2018-10-11,3
STATEN ISLAND,2018-10-29,4
BROOKLYN,2018-11-04,33
QUEENS,2018-12-11,23
MANHATTAN,2018-12-21,23
STATEN ISLAND,2018-12-20,2
STATEN ISLAND,2019-05-11,17
BRONX,2019-06-03,40
QUEENS,2019-06-05,40
BROOKLYN,2019-06-19,40
BROOKLYN,2019-09-25,35
BRONX,2019-10-14,33
STATEN ISLAND,2019-11-23,2
QUEENS,2018-04-13,23
BRONX,2018-06-06,68
STATEN ISLAND,2018-07-10,5
BRONX,2018-08-04,64
MANHATTAN,2018-09-08,26
BRONX,2019-04-07,40
MANHATTAN,2019-05-22,79
STATEN ISLAND,2019-10-17,24
MANHATTAN,2019-11-29,129
MANHATTAN,2019-12-01,8
QUEENS,2018-08-22,13
BRONX,2018-08-31,50
BRONX,2018-09-16,29
BROOKLYN,2018-10-09,31
MANHATTAN,2018-12-04,64
QUEENS,2019-01-25,31
MANHATTAN,2019-03-09,50
MANHATTAN,2019-03-30,23
QUEENS,2019-04-28,16
QUEENS,2019-05-04,15
BRONX,2019-05-06,35
QUEENS,2019-05-09,18
BROOKLYN,2019-05-10,37
BRONX,2019-05-26,49
STATEN ISLAND,2019-06-09,1
BROOKLYN,2019-06-14,101
STATEN ISLAND,2019-06-23,9
MANHATTAN,2019-07-08,71
BROOKLYN,2019-07-22,16
QUEENS,2019-08-03,25
BROOKLYN,2019-09-24,13
STATEN ISLAND,2019-12-31,2
MANHATTAN,2018-01-14,29
BROOKLYN,2018-04-01,28
QUEENS,2018-04-29,45
STATEN ISLAND,2018-06-02,5
BROOKLYN,2018-06-12,81
QUEENS,2018-01-14,47
BROOKLYN,2018-01-18,45
QUEENS,2018-01-18,32
QUEENS,2018-04-24,24
BRONX,2018-05-08,36
MANHATTAN,2018-05-12,27
BRONX,2018-06-24,40
MANHATTAN,2018-08-07,88
MANHATTAN,2018-10-17,108
STATEN ISLAND,2018-10-30,14
STATEN ISLAND,2018-12-01,7
QUEENS,2019-02-24,16
QUEENS,2019-04-19,15
BROOKLYN,2019-07-04,60
QUEENS,2019-08-28,14
MANHATTAN,2019-09-19,74
QUEENS,2019-11-20,62
QUEENS,2018-09-17,9
QUEENS,2018-10-15,25
QUEENS,2018-10-28,15
STATEN ISLAND,2018-11-22,1
BRONX,2019-06-10,19
BRONX,2019-08-21,26
BROOKLYN,2019-10-02,49
STATEN ISLAND,2019-11-16,3
MANHATTAN,2019-12-10,138
BROOKLYN,2018-01-01,54
STATEN ISLAND,2018-01-18,16
QUEENS,2018-01-23,61
STATEN ISLAND,2018-02-21,7
MANHATTAN,2018-04-22,26
STATEN ISLAND,2018-05-14,4
QUEENS,2018-06-26,36
BRONX,2018-07-08,85
STATEN ISLAND,2018-01-16,2
BROOKLYN,2018-01-17,102
QUEENS,2018-01-25,31
STATEN ISLAND,2018-03-12,11
STATEN ISLAND,2018-05-17,11
BROOKLYN,2018-06-09,40
QUEENS,2018-07-15,25
QUEENS,2018-08-06,25
QUEENS,2018-08-24,33
BRONX,2018-09-17,61
QUEENS,2018-10-21,17
MANHATTAN,2018-11-11,18
STATEN ISLAND,2019-02-23,7
MANHATTAN,2019-04-30,83
STATEN ISLAND,2019-08-31,4
MANHATTAN,2018-08-25,42
MANHATTAN,2018-09-05,38
BROOKLYN,2018-09-13,69
QUEENS,2018-11-08,22
STATEN ISLAND,2019-01-01,3
QUEENS,2019-05-03,26
BRONX,2019-05-03,26
STATEN ISLAND,2019-06-01,12
QUEENS,2019-06-13,12
BRONX,2019-07-12,62
BROOKLYN,2019-08-24,29
STATEN ISLAND,2019-09-29,5
BROOKLYN,2019-11-23,20
BRONX,2019-12-26,13
STATEN ISLAND,2018-01-22,9
QUEENS,2018-02-15,48
BRONX,2018-02-20,40
QUEENS,2018-04-27,33
MANHATTAN,2018-05-17,96
MANHATTAN,2018-06-15,39
QUEENS,2018-02-22,84
BROOKLYN,2018-02-23,46
STATEN ISLAND,2018-04-29,30
QUEENS,2018-05-03,56
BRONX,2018-05-25,73
QUEENS,2018-08-05,26
QUEENS,2018-08-18,36
BRONX,2018-08-26,44
MANHATTAN,2018-09-20,84
BROOKLYN,2018-12-10,21
BRONX,2019-03-15,35
BROOKLYN,2019-05-23,18
MANHATTAN,2019-05-23,43
STATEN ISLAND,2019-07-25,8
QUEENS,2019-08-15,17
MANHATTAN,2019-08-24,11
BROOKLYN,2019-10-31,23
QUEENS,2019-11-06,6
BROOKLYN,2019-12-08,16
MANHATTAN,2019-12-16,97
BRONX,2018-07-27,58
MANHATTAN,2018-07-14,49
STATEN ISLAND,2018-09-05,8
MANHATTAN,2018-11-03,34
QUEENS,2018-11-26,10
STATEN ISLAND,2019-02-09,5
STATEN ISLAND,2019-03-18,6
STATEN ISLAND,2019-03-25,2
BRONX,2019-04-23,37
BRONX,2019-06-05,70
STATEN ISLAND,2019-06-28,7
BROOKLYN,2019-08-14,122
STATEN ISLAND,2019-09-13,4
STATEN ISLAND,2019-09-25,1
MANHATTAN,2019-10-24,106
STATEN ISLAND,2019-10-26,2
MANHATTAN,2019-10-29,65
BROOKLYN,2018-01-11,76
BRONX,2018-01-23,30
QUEENS,2018-02-26,16
BRONX,2018-04-02,57
STATEN ISLAND,2018-05-12,6
MANHATTAN,2018-06-26,48
QUEENS,2018-01-11,68
QUEENS,2018-02-10,32
BRONX,2018-02-17,45
QUEENS,2018-03-19,44
STATEN ISLAND,2018-05-27,5
MANHATTAN,2018-06-14,64
BRONX,2018-08-10,79
STATEN ISLAND,2018-08-15,3
BRONX,2018-08-24,41
BROOKLYN,2019-01-14,16
STATEN ISLAND,2019-02-19,10
BRONX,2019-04-13,30
BROOKLYN,2019-05-07,19
BROOKLYN,2019-05-17,36
STATEN ISLAND,2019-05-20,1
STATEN ISLAND,2019-06-14,6
BROOKLYN,2019-07-08,12
BRONX,2019-08-31,33
BROOKLYN,2019-10-21,17
MANHATTAN,2019-11-12,14
STATEN ISLAND,2019-11-04,1
STATEN ISLAND,2019-12-20,4
BRONX,2018-10-15,42
MANHATTAN,2018-11-04,35
BROOKLYN,2018-11-12,36
QUEENS,2018-12-31,7
STATEN ISLAND,2019-01-08,4
STATEN ISLAND,2019-07-19,4
MANHATTAN,2019-08-15,226
QUEENS,2019-08-20,2
MANHATTAN,2018-01-04,11
BROOKLYN,2018-01-06,36
BROOKLYN,2018-02-16,96
BRONX,2018-04-01,40
BRONX,2018-04-04,55
STATEN ISLAND,2018-06-23,1
BROOKLYN,2018-07-06,51
BRONX,2018-02-15,45
BROOKLYN,2018-02-17,51
BROOKLYN,2018-03-09,53
BRONX,2018-04-26,29
QUEENS,2018-06-13,25
BRONX,2018-07-07,74
STATEN ISLAND,2018-11-28,11
MANHATTAN,2018-12-02,16
STATEN ISLAND,2019-01-27,5
QUEENS,2019-02-05,91
MANHATTAN,2019-03-08,60
MANHATTAN,2019-04-03,79
QUEENS,2019-05-30,18
BROOKLYN,2019-06-03,88
BRONX,2019-06-13,19
BRONX,2019-12-18,31
BROOKLYN,2018-07-19,47
BROOKLYN,2018-08-14,72
MANHATTAN,2019-01-14,61
STATEN ISLAND,2019-01-18,1
BRONX,2019-01-20,20
BROOKLYN,2019-02-08,36
BROOKLYN,2019-04-15,21
MANHATTAN,2019-05-09,91
MANHATTAN,2019-05-13,104
MANHATTAN,2019-06-23,24
QUEENS,2019-06-28,61
BROOKLYN,2019-08-29,69
BRONX,2019-09-19,27
MANHATTAN,2019-09-25,16
BROOKLYN,2019-10-25,48
BROOKLYN,2019-10-26,18
BRONX,2019-11-20,28
MANHATTAN,2019-11-25,93
MANHATTAN,2018-01-07,5
BRONX,2018-02-14,51
BRONX,2018-03-23,42
BRONX,2018-04-09,52
BRONX,2018-06-14,57
STATEN ISLAND,2018-06-24,9
STATEN ISLAND,2018-01-29,5
BROOKLYN,2018-02-13,108
STATEN ISLAND,2018-04-11,4
STATEN ISLAND,2018-04-12,11
MANHATTAN,2018-06-28,69
MANHATTAN,2018-09-06,83
QUEENS,2019-01-05,30
BROOKLYN,2019-01-05,70
BROOKLYN,2019-01-24,48
QUEENS,2019-04-06,27
BRONX,2019-04-18,35
BRONX,2019-04-24,63
BRONX,2019-05-02,27
MANHATTAN,2019-06-16,15
STATEN ISLAND,2019-07-28,1
BROOKLYN,2019-11-14,72
BRONX,2019-12-03,22
MANHATTAN,2018-07-25,73
QUEENS,2018-09-02,35
MANHATTAN,2018-09-16,22
BROOKLYN,2018-10-10,51
QUEENS,2018-10-27,16
MANHATTAN,2018-11-13,68
QUEENS,2018-11-27,19
BRONX,2018-12-07,33
MANHATTAN,2018-12-15,20
QUEENS,2019-01-13,17
MANHATTAN,2019-02-22,62
BRONX,2019-07-21,32
QUEENS,2019-08-10,12
BRONX,2019-08-18,66
QUEENS,2019-08-29,10
MANHATTAN,2019-09-16,25
BROOKLYN,2019-09-18,69
QUEENS,2019-11-08,68
STATEN ISLAND,2018-03-14,18
STATEN ISLAND,2018-03-23,12
QUEENS,2018-01-17,40
BRONX,2018-02-25,55
MANHATTAN,2018-03-15,153
STATEN ISLAND,2018-05-20,5
BRONX,2018-06-16,48
QUEENS,2018-06-19,13
BROOKLYN,2018-06-21,25
BROOKLYN,2018-07-14,51
BRONX,2018-07-18,59
STATEN ISLAND,2018-08-30,6
STATEN ISLAND,2018-09-30,10
BRONX,2018-10-13,71
QUEENS,2018-11-01,10
MANHATTAN,2018-11-05,57
STATEN ISLAND,2019-01-21,1
BRONX,2019-01-28,26
BROOKLYN,2019-03-20,117
STATEN ISLAND,2019-03-31,3
STATEN ISLAND,2019-04-03,24
BRONX,2019-04-20,39
QUEENS,2019-07-07,34
QUEENS,2019-08-12,14
QUEENS,2019-09-29,8
QUEENS,2019-12-29,13
BROOKLYN,2018-05-11,85
QUEENS,2018-11-25,15
QUEENS,2018-12-20,27
BROOKLYN,2019-01-04,44
QUEENS,2019-02-28,30
QUEENS,2019-03-18,14
QUEENS,2019-03-20,74
STATEN ISLAND,2019-04-27,15
BROOKLYN,2019-05-22,29
BRONX,2019-05-27,86
BROOKLYN,2019-06-02,38
QUEENS,2019-07-04,35
STATEN ISLAND,2019-07-27,2
QUEENS,2019-08-11,36
STATEN ISLAND,2019-08-29,2
MANHATTAN,2019-09-28,34
BRONX,2019-10-12,25
MANHATTAN,2019-10-26,18
BROOKLYN,2019-11-30,27
BROOKLYN,2018-04-23,26
STATEN ISLAND,2018-05-21,4
STATEN ISLAND,2018-01-05,1
BROOKLYN,2018-01-09,44
BRONX,2018-04-07,58
BRONX,2018-04-27,51
BROOKLYN,2018-05-12,59
BROOKLYN,2018-06-25,32
MANHATTAN,2018-07-03,47
BRONX,2018-09-11,70
MANHATTAN,2018-09-12,73
STATEN ISLAND,2018-10-16,1
BRONX,2018-10-26,53
BROOKLYN,2018-11-06,30
BROOKLYN,2018-11-26,27
BROOKLYN,2019-02-05,51
MANHATTAN,2019-04-23,47
STATEN ISLAND,2019-07-29,3
STATEN ISLAND,2019-09-24,2
QUEENS,2018-09-18,10
STATEN ISLAND,2018-10-05,8
BROOKLYN,2019-01-15,47
MANHATTAN,2019-03-25,41
QUEENS,2019-04-03,25
QUEENS,2019-05-17,12
BRONX,2019-05-19,25
MANHATTAN,2019-08-18,16
MANHATTAN,2019-08-27,146
MANHATTAN,2019-09-05,59
QUEENS,2019-10-30,8
QUEENS,2019-12-02,4
BROOKLYN,2019-12-27,18
STATEN ISLAND,2019-12-28,3
BROOKLYN,2019-12-31,18
MANHATTAN,2018-01-06,64
MANHATTAN,2018-01-10,29
QUEENS,2018-01-24,35
STATEN ISLAND,2018-04-18,8
STATEN ISLAND,2018-05-23,2
STATEN ISLAND,2018-01-14,3
MANHATTAN,2018-01-18,71
STATEN ISLAND,2018-04-13,11
MANHATTAN,2018-04-30,58
BRONX,2018-05-18,53
BROOKLYN,2018-06-19,26
BROOKLYN,2018-10-22,20
BROOKLYN,2018-11-15,26
MANHATTAN,2018-12-30,16
STATEN ISLAND,2019-04-29,4
STATEN ISLAND,2019-06-04,4
MANHATTAN,2019-06-14,40
QUEENS,2019-07-23,54
BRONX,2019-08-09,55
QUEENS,2019-08-27,11
MANHATTAN,2019-08-28,102
QUEENS,2019-09-09,84
STATEN ISLAND,2019-10-01,22
BRONX,2019-11-07,101
BRONX,2019-11-17,34
BROOKLYN,2019-12-01,14
QUEENS,2018-01-16,57
STATEN ISLAND,2018-03-22,16
STATEN ISLAND,2018-05-03,9
MANHATTAN,2018-05-09,61
BROOKLYN,2018-05-20,51
BROOKLYN,2018-08-11,36
MANHATTAN,2018-11-21,38
QUEENS,2018-12-25,2
MANHATTAN,2019-03-06,86
QUEENS,2019-03-15,101
QUEENS,2019-05-12,15
BRONX,2019-06-09,57
BROOKLYN,2019-07-14,39
BROOKLYN,2019-07-16,52
MANHATTAN,2019-08-07,79
BROOKLYN,2019-10-07,18
MANHATTAN,2019-11-22,110
MANHATTAN,2019-12-02,96
BROOKLYN,2018-08-26,62
QUEENS,2018-09-25,10
BROOKLYN,2018-11-09,12
STATEN ISLAND,2018-12-09,3
BROOKLYN,2019-02-18,48
STATEN ISLAND,2019-05-09,9
STATEN ISLAND,2019-06-29,7
BROOKLYN,2019-07-07,38
MANHATTAN,2019-07-20,23
BRONX,2019-08-02,66
BRONX,2019-08-19,40
BRONX,2019-08-28,50
STATEN ISLAND,2019-10-12,2
BROOKLYN,2019-12-02,12
MANHATTAN,2019-12-25,6
BRONX,2018-02-28,53
MANHATTAN,2018-03-10,57
BRONX,2018-03-20,107
BROOKLYN,2018-04-13,96
QUEENS,2018-06-07,24
BROOKLYN,2018-06-11,32
QUEENS,2018-06-27,16
QUEENS,2018-01-09,60
BRONX,2018-01-06,51
BROOKLYN,2018-01-15,61
BRONX,2018-01-26,50
QUEENS,2018-10-07,21
BROOKLYN,2018-12-27,49
MANHATTAN,2019-01-30,60
QUEENS,2019-02-11,25
BRONX,2019-02-19,44
QUEENS,2019-03-17,6
QUEENS,2019-04-08,26
BRONX,2019-05-11,53
BROOKLYN,2019-05-25,33
STATEN ISLAND,2019-05-30,7
STATEN ISLAND,2019-06-08,6
BROOKLYN,2019-08-05,71
QUEENS,2019-09-10,95
QUEENS,2019-10-09,16
QUEENS,2019-11-22,19
MANHATTAN,2019-11-28,8
BRONX,2019-12-28,29
MANHATTAN,2018-06-29,38
STATEN ISLAND,2018-08-10,2
QUEENS,2019-01-15,16
STATEN ISLAND,2019-04-20,14
MANHATTAN,2019-05-07,123
QUEENS,2019-06-08,24
STATEN ISLAND,2019-08-01,12
BROOKLYN,2019-09-27,28
STATEN ISLAND,2019-10-20,3
BROOKLYN,2019-11-12,6
MANHATTAN,2018-02-04,31
BRONX,2018-02-06,78
QUEENS,2018-02-17,36
QUEENS,2018-02-25,24
STATEN ISLAND,2018-03-13,1
BROOKLYN,2018-04-30,16
STATEN ISLAND,2018-05-06,19
STATEN ISLAND,2018-05-19,2
MANHATTAN,2018-06-09,33
BRONX,2018-06-29,46
MANHATTAN,2018-07-06,98
STATEN ISLAND,2018-07-18,5
BRONX,2018-02-08,53
QUEENS,2018-03-15,33
BROOKLYN,2018-06-03,30
BROOKLYN,2018-06-10,46
STATEN ISLAND,2018-06-28,11
BROOKLYN,2018-10-21,29
BROOKLYN,2018-12-08,40
QUEENS,2018-12-28,25
MANHATTAN,2019-01-17,80
QUEENS,2019-03-05,135
BRONX,2019-05-09,44
BRONX,2019-06-30,27
BROOKLYN,2019-07-12,38
MANHATTAN,2019-08-25,17
BROOKLYN,2019-10-06,15
BROOKLYN,2019-11-25,68
STATEN ISLAND,2019-12-07,3
BROOKLYN,2018-08-05,63
QUEENS,2018-10-13,83
QUEENS,2019-01-30,10
BRONX,2019-02-09,34
BRONX,2019-03-26,41
BRONX,2019-04-17,78
MANHATTAN,2019-05-17,11
BRONX,2019-07-10,16
QUEENS,2019-07-29,55
MANHATTAN,2019-10-18,47
MANHATTAN,2019-11-07,102
BRONX,2018-01-18,27
BRONX,2018-01-31,34
QUEENS,2018-02-12,25
STATEN ISLAND,2018-02-16,12
BROOKLYN,2018-03-31,54
MANHATTAN,2018-04-16,30
BRONX,2018-04-22,69
QUEENS,2018-05-04,42
BRONX,2018-05-16,61
MANHATTAN,2018-05-18,33
STATEN ISLAND,2018-02-01,12
STATEN ISLAND,2018-03-25,13
BROOKLYN,2018-06-15,44
BRONX,2018-07-25,43
BROOKLYN,2018-07-29,60
QUEENS,2018-08-03,41
BROOKLYN,2018-08-31,31
BROOKLYN,2018-10-15,30
MANHATTAN,2018-10-24,47
MANHATTAN,2018-11-28,31
MANHATTAN,2018-12-08,25
QUEENS,2018-12-29,18
QUEENS,2019-03-21,13
BROOKLYN,2019-05-21,22
BRONX,2019-08-01,43
QUEENS,2019-08-16,11
STATEN ISLAND,2019-08-27,24
BRONX,2019-10-02,52
MANHATTAN,2019-10-13,8
BRONX,2019-10-20,7
BRONX,2019-10-27,25
MANHATTAN,2019-10-27,8
BRONX,2019-12-21,31
QUEENS,2019-12-26,18
STATEN ISLAND,2018-09-18,4
BROOKLYN,2018-09-25,12
STATEN ISLAND,2018-11-09,8
BROOKLYN,2018-11-30,41
QUEENS,2018-12-15,31
QUEENS,2018-12-22,29
QUEENS,2019-01-24,18
MANHATTAN,2019-03-15,30
STATEN ISLAND,2019-04-26,4
MANHATTAN,2019-05-20,52
MANHATTAN,2019-05-21,47
BROOKLYN,2019-06-06,93
BROOKLYN,2019-06-17,31
BROOKLYN,2019-07-29,25
QUEENS,2019-08-26,15
STATEN ISLAND,2019-10-16,2
BROOKLYN,2019-10-19,28
STATEN ISLAND,2019-10-23,1
MANHATTAN,2019-11-21,85
MANHATTAN,2019-12-26,87
BRONX,2018-01-20,58
STATEN ISLAND,2018-05-13,4
QUEENS,2018-06-11,17
BROOKLYN,2018-06-17,38
MANHATTAN,2018-06-27,38
BROOKLYN,2018-07-02,66
BRONX,2018-03-06,30
MANHATTAN,2018-04-02,53
QUEENS,2018-04-21,34
MANHATTAN,2018-04-24,50
BRONX,2018-07-28,79
QUEENS,2018-11-21,34
BRONX,2018-12-26,37
BRONX,2019-01-17,62
BRONX,2019-03-08,57
BROOKLYN,2019-04-03,182
MANHATTAN,2019-12-08,10
STATEN ISLAND,2018-07-26,5
BRONX,2018-09-24,17
STATEN ISLAND,2018-10-06,5
MANHATTAN,2018-10-08,11
QUEENS,2019-03-02,7
BROOKLYN,2019-03-04,28
MANHATTAN,2019-03-24,5
BROOKLYN,2019-04-05,94
QUEENS,2019-08-21,3
BRONX,2019-11-30,29
MANHATTAN,2018-04-18,68
BRONX,2018-04-18,26
BROOKLYN,2018-05-02,80
STATEN ISLAND,2018-05-02,7
BRONX,2018-05-27,65
MANHATTAN,2018-06-18,52
MANHATTAN,2018-06-20,44
STATEN ISLAND,2018-07-08,24
BRONX,2018-03-01,47
QUEENS,2018-03-31,30
MANHATTAN,2018-04-13,73
BRONX,2018-05-07,36
STATEN ISLAND,2018-05-08,9
STATEN ISLAND,2018-07-14,12
MANHATTAN,2018-08-08,100
MANHATTAN,2018-08-12,132
QUEENS,2018-10-18,26
MANHATTAN,2018-11-10,39
QUEENS,2019-02-22,47
MANHATTAN,2019-04-29,38
MANHATTAN,2019-06-08,21
BROOKLYN,2019-10-15,28
QUEENS,2019-11-18,63
MANHATTAN,2018-07-30,21
BROOKLYN,2018-08-18,47
STATEN ISLAND,2018-08-21,5
BRONX,2018-08-27,41
BRONX,2018-08-30,38
MANHATTAN,2018-10-05,67
QUEENS,2018-10-23,45
BROOKLYN,2018-12-06,33
MANHATTAN,2018-12-18,68
BRONX,2019-02-23,51
STATEN ISLAND,2019-03-12,15
STATEN ISLAND,2019-04-24,13
BROOKLYN,2019-07-17,29
QUEENS,2019-08-24,13
QUEENS,2019-11-02,6
QUEENS,2019-12-28,6
BRONX,2018-01-28,47
BRONX,2018-02-12,75
STATEN ISLAND,2018-02-14,7
MANHATTAN,2018-02-21,77
STATEN ISLAND,2018-04-01,9
BROOKLYN,2018-05-27,60
BRONX,2018-11-28,27
STATEN ISLAND,2018-12-11,15
QUEENS,2018-12-18,21
MANHATTAN,2018-12-31,1
QUEENS,2019-01-27,20
MANHATTAN,2019-03-03,15
BRONX,2019-03-29,27
MANHATTAN,2019-04-12,25
QUEENS,2019-04-16,31
BRONX,2019-05-31,108
MANHATTAN,2019-08-23,82
MANHATTAN,2019-08-30,36
QUEENS,2019-10-22,49
QUEENS,2019-11-01,51
STATEN ISLAND,2019-11-05,2
MANHATTAN,2019-11-14,21
BROOKLYN,2019-11-29,48
MANHATTAN,2018-03-06,106
QUEENS,2018-04-07,37
MANHATTAN,2018-04-07,33
BRONX,2018-05-05,52
STATEN ISLAND,2018-05-05,3
BROOKLYN,2018-06-26,35
MANHATTAN,2018-07-16,31
STATEN ISLAND,2018-07-21,6
BROOKLYN,2018-12-15,32
MANHATTAN,2018-12-20,62
MANHATTAN,2018-12-22,31
BRONX,2018-12-30,26
